공고번호,공고명,기관명,공고일,마감일,계약구분,거래구분,키워드,조회창
202307248654005,부일전자디자인고등학교 Abode 프로그램 1년 구독 수의계약 안내 공고,부일전자디자인고등학교,2023-07-24,2023-07-28 17:00,2인수의,물품,구독,20230630~20230927
202307198647717,2023학년도 학교도서관 정기간행물 구독 견적 요청,센텀중학교,2023-07-19,2023-07-20 16:00,1인수의,물품,구독,20230630~20230927
202307038605792,2023학년도 정기간행물 구독,전주제일고등학교,2023-07-03,2023-07-05 12:00,1인수의,물품,구독,20230630~20230927
202312119004557,2024년 정기간행물 구독 신청,해룡고등학교,2023-12-11,2023-12-12 10:00,1인수의,물품,구독,20230928~20231226
202311288963524,대연고등학교 AI선도학교 AI플랫폼 구독 견적요청,대연고등학교,2023-11-28,2023-11-29 12:00,1인수의,물품,구독,20230928~20231226
202311238951749,대원초등학교 디지털 선도학교 밀크T초등 구독 견적 요청,창원대원초등학교,2023-11-23,2023-11-27 10:00,1인수의,물품,구독,20230928~20231226
202311178936794,주례여고 도서관 정기간행물 구독,주례여자고등학교,2023-11-17,2023-11-21 11:00,1인수의,물품,구독,20230928~20231226
202311038894311,2023학년도 디지털선도학교 엘리스스쿨 계정 구독,창동중학교,2023-11-06,2023-11-06 12:00,1인수의,용역,구독,20230928~20231226
202310278872521,인공지능AI 학습 플랫폼 2차 구독 용역,실내초등학교,2023-10-27,2023-11-03 14:00,1인수의,용역,구독,20230928~20231226
202310268866536,맞춤형 인공지능AI 학습플랫폼 대여 및 구독,귀둔초등학교,2023-10-26,2023-10-30 11:30,1인수의,용역,구독,20230928~20231226
202310258862567,2023년 인공지능 AI 학습플랫폼 구독료 견적요청,횡성중학교,2023-10-25,2023-10-25 16:00,1인수의,물품,구독,20230928~20231226
202310238854630,2023학년도 상리초등학교 디지털선도학교 운영 프로그램 구독권 견적요청,상리초등학교,2023-10-24,2023-10-26 18:00,1인수의,물품,구독,20230928~20231226
202310198847335,인공지능AI 학습플랫폼 단말기 대여 및 구독,갑천초등학교,2023-10-19,2023-10-24 18:00,1인수의,용역,구독,20230928~20231226
202310178838539,인공지능 온라인 학습 플랫폼앱 구독료,진광고등학교,2023-10-17,2023-10-18 23:20,1인수의,용역,구독,20230928~20231226
202310168834817,2023학년도 디지털 선도학교 운영 프로그램 구독,서대전고등학교,2023-10-16,2023-10-18 18:00,1인수의,물품,구독,20230928~20231226
202310168831851,낙동고 2023학년도 정기간행물 구독 신청,낙동고등학교,2023-10-16,2023-10-18 18:00,1인수의,물품,구독,20230928~20231226
202310128824091,2023년 인공지능 학습플랫폼 단말기 대여 및 구독료,반계초등학교,2023-10-12,2023-10-12 18:10,1인수의,물품,구독,20230928~20231226
202310108816895,2023 인공지능AI 학습플랫폼 구독,강릉초등학교,2023-10-10,2023-10-11 15:00,1인수의,용역,구독,20230928~20231226
202310108814144,학생 개별 맞춤형 인공지능 학습도구아이스크림 홈런 구독,동부초등학교,2023-10-10,2023-10-10 15:00,1인수의,물품,구독,20230928~20231226
202310058808673,2023 학생 개별 맞춤형 인공지능 학습 도구 구독료 지급,한계초등학교,2023-10-05,2023-10-10 13:00,1인수의,용역,구독,20230928~20231226
202310048801267,인공지능 학습플랫폼 구독 견적 요청,화천초등학교,2023-10-04,2023-10-09 18:00,1인수의,용역,구독,20230928~20231226
202403229276773,설악고 2024 도서관 정기간행물 구독 견적요청,강원설악고등학교,2024-03-22,2024-03-27 12:50,1인수의,물품,구독,20231227~20240325
202403219271451,영자신문 틴타임즈 구독,군산중앙고등학교,2024-03-21,2024-03-22 18:00,1인수의,물품,구독,20231227~20240325
202403219271219,2024년 신광중학교 디지털 온선도학교 엠베스트 구독권 견적요청,신광중학교,2024-03-21,2024-03-26 14:00,1인수의,물품,구독,20231227~20240325
202403209266976,2024. 학교도서관 정기간행물 구독,매성고등학교,2024-03-20,2024-03-21 17:30,1인수의,물품,구독,20231227~20240325
202403129238798,2024학년도 학교 내선전화 녹취기능 상품 구독,해밀초등학교,2024-03-12,2024-03-14 18:00,1인수의,용역,구독,20231227~20240325
202403129238617,2024년 백전초등학교 인공지능 학습플랫폼 구독,백전초등학교,2024-03-12,2024-03-17 10:30,1인수의,용역,구독,20231227~20240325
202403119234171,2024학년도 NIE 활동을 위한 신문 구독,명호고등학교,2024-03-11,2024-03-15 19:50,1인수의,물품,구독,20231227~20240325
202403069223676,2024학년도 광주동신중학교 정기간행물 구독 견적요청,광주동신중학교,2024-03-06,2024-03-11 18:00,1인수의,물품,구독,20231227~20240325
202402159163013,2024학년도 도서관 정기간행물 구독,서령고등학교,2024-02-15,2024-02-19 18:00,1인수의,물품,구독,20231227~20240325
202402149159149,2024학년도 성전초 잡지류 연간 구독 견적 요창,성전초등학교,2024-02-14,2024-02-19 14:00,1인수의,물품,구독,20231227~20240325
202401169102730,오천고등학교 미리캔버스 에듀플러스 3구간 구독,오천고등학교,2024-01-16,2024-01-21 14:30,1인수의,물품,구독,20231227~20240325
202401089085530,조리과학고볼링 다트피쉬 영상분석 소프트웨어 구독 라이선스,전남조리과학고등학교,2024-01-08,2024-01-12 18:00,1인수의,물품,구독,20231227~20240325
202406189503144,2024학년도 AI특화교육 학생 교육용 클라우드 AI Azure 구독,부산기계공업고등학교,2024-06-18,2024-06-19 18:00,1인수의,물품,구독,20240326~20240623
202406179498315,2024학년도 1학기 도서구입과 전산작업비 및 정기간행물 구독료 지출,서울일원초등학교,2024-06-17,2024-06-22 18:00,1인수의,물품,구독,20240326~20240623
202406109482630,나성초등학교 팍스스쿨 구독권 견적 요청,나성초등학교,2024-06-10,2024-06-11 15:30,1인수의,물품,구독,20240326~20240623
202406049473880,화천정보산업고 인공지능AI 학습플랫폼 Chat GPT 구독 용역,화천정보산업고등학교,2024-06-04,2024-06-05 15:00,1인수의,용역,구독,20240326~20240623
202406039468992,횡성여자고등학교 인공지능 학습플랫폼 구독료 견적요청,강원특별자치도교육청 횡성여자고등학교,2024-06-03,2024-06-05 10:00,1인수의,물품,구독,20240326~20240623
202405309463992,양운고 정기간행물 구독 견적 요청,양운고등학교,2024-05-30,2024-06-03 18:00,1인수의,물품,구독,20240326~20240623
202405309461829,2024 탄소중립 실천 중점학교 운영을 위한 소프트웨어 미리캔버스 구독,부안중학교,2024-05-30,2024-06-04 18:00,1인수의,물품,구독,20240326~20240623
202405289454806,2024년도 정기구독 간행물 구입 건,율곡중학교,2024-05-28,2024-05-30 09:30,1인수의,물품,구독,20240326~20240623
202405279452867,2024학년도 개금고등학교 정기간행물 구독,개금고등학교,2024-05-27,2024-05-31 18:00,1인수의,물품,구독,20240326~20240623
202405229441327,2024학년도 도서관 정기간행물 구독,경남여자고등학교,2024-05-22,2024-05-26 18:00,1인수의,물품,구독,20240326~20240623
202405219438749,2024학년도 승학 English Reading Club 영자신문 구독,승학초등학교,2024-05-21,2024-05-26 14:20,1인수의,물품,구독,20240326~20240623
202405209435042,남춘천초 인공지능 학습플랫폼 매쓰홀릭 구독료,남춘천초등학교,2024-05-20,2024-05-21 18:00,1인수의,용역,구독,20240326~20240623
202405209434803,남춘천초 인공지능 학습플랫폼 클래스팅AI 구독료,남춘천초등학교,2024-05-20,2024-05-20 18:00,1인수의,용역,구독,20240326~20240623
202405209433229,[교육청학점제기반조성]MyBest구독서비스및워크북구입,인항고등학교,2024-05-20,2024-05-22 17:00,1인수의,물품,구독,20240326~20240623
202405179431392,거류초등학교 소프트웨어 구독 사용료 견적 요청,거류초등학교,2024-05-17,2024-05-22 18:00,1인수의,용역,구독,20240326~20240623
202405179429695,경덕초 미리캔버스 Pro 구독료 견적요청,경덕초등학교,2024-05-17,2024-05-21 12:00,1인수의,물품,구독,20240326~20240623
202405169426943,2024학년도 제1차 학교도서관[다락방] 도서 자료 구입 및 정기간행물 구독,가재울중학교,2024-05-16,2024-05-17 18:00,1인수의,물품,구독,20240326~20240623
202405139418040,부산일과학고등학교 2024학년도 도서관 정기간행물 구독,부산일과학고등학교,2024-05-13,2024-05-18 18:00,1인수의,물품,구독,20240326~20240623
202405099409185,인공지능AI 학습플랫폼 원아워 구독,동부초등학교,2024-05-09,2024-05-10 13:00,1인수의,용역,구독,20240326~20240623
202405089406373,이리모현초 미리캔버스 구독 견적요청,이리모현초등학교,2024-05-08,2024-05-13 18:00,1인수의,물품,구독,20240326~20240623
202405089406316,인공지능[AI] 학습플랫폼 구독료,용정초등학교,2024-05-08,2024-05-10 18:00,1인수의,물품,구독,20240326~20240623
202405089405945,녹산초 꿈나래 도서관 정기 간행물 구독 신청 견적요청,녹산초등학교,2024-05-08,2024-05-13 18:00,1인수의,물품,구독,20240326~20240623
202405079403564,인공지능AI 학습도구 구독료 견적 요청,동부초등학교,2024-05-07,2024-05-08 13:00,1인수의,용역,구독,20240326~20240623
202405079403391,2024학년도 인공지능 학습플랫폼 지원사업 운영 구독료,북평초등학교,2024-05-07,2024-05-12 18:00,1인수의,물품,구독,20240326~20240623
202405079402784,2024 인공지능 학습플랫폼 구독,북원초등학교,2024-05-07,2024-05-09 14:00,1인수의,물품,구독,20240326~20240623
202405079402133,2024학년도 동평여중 도서관 정기간행물 구독,동평여자중학교,2024-05-07,2024-05-09 13:00,1인수의,물품,구독,20240326~20240623
202405029396389,봉평고등학교 클래스팅AI러닝 구독 견적요청,봉평고등학교,2024-05-02,2024-05-07 15:50,1인수의,용역,구독,20240326~20240623
202405029396340,2024 인공지능AI 학습플랫폼 구독료 견적요청,홍천동화중학교,2024-05-02,2024-05-03 18:00,1인수의,용역,구독,20240326~20240623
202405029396307,2024 인공지능AI 학습플랫폼 구독료 견적요청,홍천동화중학교,2024-05-02,2024-05-03 18:00,1인수의,용역,구독,20240326~20240623
202405029395004,2024학년도 수학코치 프로그램 구독 계약,예당고등학교,2024-05-02,2024-05-07 18:00,1인수의,물품,구독,20240326~20240623
202405019392416,영자 신문 구독 계약건,여주제일고등학교,2024-05-02,2024-05-02 16:00,1인수의,물품,구독,20240326~20240623
202405019392206,2024학년도 정기간행물 구독,신정고등학교,2024-05-01,2024-05-07 18:00,1인수의,물품,구독,20240326~20240623
202405019391065,대연고등학교 교과교실제 수업용 AI플랫폼 구독 견적요청,대연고등학교,2024-05-01,2024-05-06 14:00,1인수의,물품,구독,20240326~20240623
202404309387908,북천초등학교 수학 AI콘텐츠 년 구독료 견적요청,북천초등학교,2024-04-30,2024-05-05 11:00,1인수의,용역,구독,20240326~20240623
202404299386415,신등중고등학교 간행물 구독,신등고등학교,2024-04-29,2024-05-04 18:00,1인수의,물품,구독,20240326~20240623
202404299385792,2024 인공지능AI 학습플랫폼 구독,삼척장원초등학교,2024-04-29,2024-05-04 18:00,1인수의,물품,구독,20240326~20240623
202404299384511,2024학생 인공지능 학습교재교구 구독,원주교동초등학교,2024-04-29,2024-04-30 18:00,1인수의,물품,구독,20240326~20240623
202404299383543,설악고 디지털선도학교 소프트웨어 엘리스클래스플랜구독상품 견적요청,강원설악고등학교,2024-04-29,2024-04-29 18:40,1인수의,물품,구독,20240326~20240623
202404299383189,부산중앙중학교 정기간행물 구독,부산중앙중학교,2024-04-29,2024-04-30 10:10,1인수의,물품,구독,20240326~20240623
202404269380010,2024학년도 학교도서관 정기간행물 구독,포항중앙여자고등학교,2024-04-26,2024-05-01 18:10,1인수의,물품,구독,20240326~20240623
202404259377568,북천초등학교 AI콘텐츠 년 구독료 견적요청,북천초등학교,2024-04-25,2024-04-30 10:00,1인수의,용역,구독,20240326~20240623
202404259377468,유튜브 프리미엄 구독 대행 위탁 용역,고부초등학교,2024-04-25,2024-04-30 22:30,1인수의,용역,구독,20240326~20240623
202404259377430,2024년 AI학습플랫폼 연간 구독료 인공지능 국어학습튜터 견적요청,춘천근화초등학교,2024-04-25,2024-04-30 14:30,1인수의,물품,구독,20240326~20240623
202404259375693,2024 교과교실제 활동지원용 미리캔버스Pro 단체연간 구독권 구입 견적요청,배정고등학교,2024-04-25,2024-04-29 10:00,1인수의,물품,구독,20240326~20240623
202404249373639,2024학년도 도서관 정기간행물 구독 견적요청,신정중학교,2024-04-24,2024-04-26 11:00,1인수의,물품,구독,20240326~20240623
202404249373120,2024년 청령포초 인공지능AI 학습플랫폼 구독,청령포초등학교,2024-04-24,2024-04-26 18:00,1인수의,용역,구독,20240326~20240623
202404249372091,인공지능 학습플랫폼 지니아튜터 구독료 견적요청,횡성중학교,2024-04-24,2024-04-24 18:50,1인수의,물품,구독,20240326~20240623
202404249370969,전주송원초등학교 유튜브프리미엄 구독권 견적,전주송원초등학교,2024-04-24,2024-04-26 18:00,1인수의,물품,구독,20240326~20240623
202404239369885,2024학년도 행당중학교 정기간행물 구독,행당중학교,2024-04-23,2024-04-26 16:00,1인수의,물품,구독,20240326~20240623
202404239369545,2024학년도 도서관 정기간행물 구독 견적요청,신정중학교,2024-04-23,2024-04-25 13:00,1인수의,물품,구독,20240326~20240623
202404239369533,2024 인공지능AI 학습플랫폼 구독,강릉초등학교,2024-04-23,2024-04-24 13:00,1인수의,용역,구독,20240326~20240623
202404239369350,2024학년도 1차 도서구입 및 정기간행물 구독,수원동성중학교,2024-04-23,2024-04-29 18:00,1인수의,물품,구독,20240326~20240623
202404239366728,북천초등학교 AI콘텐츠 년 구독료 견적요청,북천초등학교,2024-04-23,2024-04-26 10:00,1인수의,용역,구독,20240326~20240623
202404239366114,2024년도 화명고등학교 정기간행물 구독 견적요청,화명고등학교,2024-04-23,2024-04-25 13:00,1인수의,물품,구독,20240326~20240623
202404229365082,2024 인공지능AI 학습플랫폼 구독,삼척장원초등학교,2024-04-22,2024-04-27 18:00,1인수의,물품,구독,20240326~20240623
202404229365074,2024 인공지능AI 학습플랫폼 구독,삼척장원초등학교,2024-04-22,2024-04-27 18:00,1인수의,물품,구독,20240326~20240623
202404229365050,2024 인공지능AI 학습플랫폼 구독,삼척장원초등학교,2024-04-22,2024-04-27 18:00,1인수의,물품,구독,20240326~20240623
202404229364830,2024학년도 학교도서관 정기간행물 구독 견적요청,을숙도초등학교,2024-04-22,2024-04-27 18:00,1인수의,물품,구독,20240326~20240623
202404229364694,2024학년도 학교 도서실 정기 간행물 구독 견적요청,경해여자중학교,2024-04-22,2024-04-27 18:00,1인수의,물품,구독,20240326~20240623
202404229362729,북천초등학교 AI콘텐츠 년 구독료 견적요청,북천초등학교,2024-04-22,2024-04-25 18:00,1인수의,용역,구독,20240326~20240623
202404229362590,북천초등학교 AI콘텐츠 패키지 구독료 견적요청,북천초등학교,2024-04-22,2024-04-25 10:00,1인수의,용역,구독,20240326~20240623
202404229362222,인공지능 AI 학습 플랫폼 구독 견적 요청,노천초등학교,2024-04-22,2024-04-24 10:30,1인수의,용역,구독,20240326~20240623
202404199358873,2024학년도 학교도서관 정기간행물 구독 견적요청,을숙도초등학교,2024-04-19,2024-04-24 15:00,1인수의,물품,구독,20240326~20240623
202404189356675,2024학년도 1학기 도서관 연속간행물 구독 견적 요청,금명여자고등학교,2024-04-18,2024-04-23 15:40,1인수의,물품,구독,20240326~20240623
202404189355650,2024학년도 1학기 도서관 연속간행물 구독 견적 요청,금명여자고등학교,2024-04-18,2024-04-23 13:50,1인수의,물품,구독,20240326~20240623
202404189355186,인공지능 AI 영어학습 플랫폼 구독,임당초등학교,2024-04-18,2024-04-18 18:00,1인수의,물품,구독,20240326~20240623
202404179352615,인공지능 AI 학습 플랫폼 지원 희망학교 운영 AI 애듀테크 학습시시템 구독 견적요청,모산초등학교,2024-04-17,2024-04-18 15:20,1인수의,물품,구독,20240326~20240623
202404179351115,대가야고등학교 디지털온학교 원아워 구독 견적요청,대가야고등학교,2024-04-17,2024-04-18 13:10,1인수의,물품,구독,20240326~20240623
202404179349551,인공지능 학습플랫폼 구독료,상동중학교,2024-04-17,2024-04-17 15:10,1인수의,물품,구독,20240326~20240623
202404169347430,2024. 나주고 정기간행물 구독 신청,나주고등학교,2024-04-16,2024-04-22 10:00,1인수의,물품,구독,20240326~20240623
202404159342823,홈런 라이트 구독권 구매,해남서초등학교,2024-04-15,2024-04-16 16:00,1인수의,물품,구독,20240326~20240623
202404159340508,북평중학교 학생계정 구독비 견적 요청,북평중학교,2024-04-15,2024-04-17 18:00,1인수의,용역,구독,20240326~20240623
202404129335603,서울역삼초등학교 레서 프로그램 구독 계약,서울역삼초등학교,2024-04-12,2024-04-14 18:00,1인수의,용역,구독,20240326~20240623
202404099330452,홈런 라이트 구독권 구매,해남서초등학교,2024-04-09,2024-04-11 12:00,1인수의,물품,구독,20240326~20240623
202404099330344,2024학년도 학교도서관 정기간행물 구독,명호고등학교,2024-04-09,2024-04-15 19:00,1인수의,물품,구독,20240326~20240623
202404099329906,2024년도 도서관 정기간행물 구독 견적 요청,율곡초등학교,2024-04-09,2024-04-10 11:00,1인수의,물품,구독,20240326~20240623
202404099328102,2024 인공지능 학습플랫폼 지원 관련 스마트 태블릿 구독,서화초등학교,2024-04-09,2024-04-14 18:00,1인수의,용역,구독,20240326~20240623
202404099327650,2024학년도 1차 창포중학교 신간도서 구입 및 정기간행물 구독 견적 요청,창포중학교,2024-04-09,2024-04-11 13:00,1인수의,물품,구독,20240326~20240623
202404099326898,2024 인공지능AI 학생맞춤형 학습플랫폼 프로그램 구독,공근중학교,2024-04-09,2024-04-14 18:00,1인수의,용역,구독,20240326~20240623
202404089325678,인공지능AI학습플랫폼구독,북원중학교,2024-04-08,2024-04-10 11:10,1인수의,물품,구독,20240326~20240623
202404089322748,2024학년도 정기간행물 구독,광주동신여자중학교,2024-04-08,2024-04-09 22:30,1인수의,물품,구독,20240326~20240623
202404059321730,인공지능 AI 학습 플랫폼 구독 수학,대동여자중학교,2024-04-05,2024-04-08 12:30,1인수의,용역,구독,20240326~20240623
202404059321566,2024학년도 정기간행물 구독,광주동신여자중학교,2024-04-05,2024-04-06 22:30,1인수의,물품,구독,20240326~20240623
202404059321539,금성고 2024학년도 정기간행물 구독 견적 요청,금성고등학교,2024-04-05,2024-04-09 15:00,1인수의,물품,구독,20240326~20240623
202404059321417,인공지능 학습플랫폼 매쓰플랫 구독,대화고등학교,2024-04-05,2024-04-05 18:00,1인수의,물품,구독,20240326~20240623
202404059321037,인공지능AI 학습 플랫폼 구독 견적요청,화동초등학교,2024-04-16,2024-04-16 14:00,1인수의,물품,구독,20240326~20240623
202404059320597,육민관중 인공지능AI 학생맞춤형 학습 플랫폼 구독,육민관중학교,2024-04-05,2024-04-05 15:30,1인수의,물품,구독,20240326~20240623
202404059318873,육민관중 인공지능AI 학생맞춤형 학습 플랫폼 구독,육민관중학교,2024-04-05,2024-04-05 11:00,1인수의,물품,구독,20240326~20240623
202404049317466,2024년 학습플랫폼 인공지능 홈런 구독,소초초등학교,2024-04-04,2024-04-05 18:00,1인수의,용역,구독,20240326~20240623
202404049316447,설악고디지털선도학교 소프트웨어 구독상품 구입 견적요청,강원설악고등학교,2024-04-05,2024-04-11 13:40,1인수의,물품,구독,20240326~20240623
202404049316333,2024년 인공지능AI 학습플랫폼 서비스 구독 용역,죽리초등학교,2024-04-04,2024-04-04 18:00,1인수의,용역,구독,20240326~20240623
202404049315545,인공지능AI 학습플랫폼 서비스 구독,죽리초등학교,2024-04-04,2024-04-04 18:00,1인수의,용역,구독,20240326~20240623
202404049314517,간동고 학생별 진로학습플랫폼 구독료 견적요청,간동고등학교,2024-04-04,2024-04-09 10:30,1인수의,물품,구독,20240326~20240623
202404039313047,토도한글 구독권 구매,해남서초등학교,2024-04-03,2024-04-04 13:00,1인수의,물품,구독,20240326~20240623
202404039312544,인공지능 AI 학습 플랫폼 구독 영어 원아워,대동여자중학교,2024-04-03,2024-04-04 16:30,1인수의,용역,구독,20240326~20240623
202404039309996,석천중 매쓰홀릭T 구독 견적요청,석천중학교,2024-04-03,2024-04-08 10:30,1인수의,물품,구독,20240326~20240623
202404029308836,2024년 학습플랫폼 인공지능 홈런 구독,소초초등학교,2024-04-03,2024-04-04 12:00,1인수의,용역,구독,20240326~20240623
202404029308824,엘리스클래스 Basic 플랜 일년 구독 견적 요청,벌교고등학교,2024-04-02,2024-04-03 17:00,1인수의,용역,구독,20240326~20240623
202404029308779,비상교육 일년 구독료 견적 요청,벌교고등학교,2024-04-02,2024-04-03 17:00,1인수의,용역,구독,20240326~20240623
202404029308776,호명초 학습플랫폼 구독료,호명초등학교,2024-04-03,2024-04-08 10:00,1인수의,물품,구독,20240326~20240623
202404029307863,석천중 아이스크림 에듀 구독 견적 요청,석천중학교,2024-04-02,2024-04-05 18:00,1인수의,물품,구독,20240326~20240623
202404029306398,횡성초등학교 AI플랫폼 구독 견적요청,횡성초등학교,2024-04-02,2024-04-07 18:00,1인수의,물품,구독,20240326~20240623
202403299299197,인공지능 학습플랫폼 단말기 대여 및 구독,창림초등학교,2024-03-29,2024-04-03 18:00,1인수의,용역,구독,20240326~20240623
202403299297215,홈런 초등 구독료 견적요청,춘천송화초등학교,2024-03-29,2024-03-31 10:00,1인수의,용역,구독,20240326~20240623
202403289293762,2024. 율어초 수학점핑학교 운영 플랫폼 구독료 견적 요청,율어초등학교,2024-03-28,2024-04-01 18:00,1인수의,용역,구독,20240326~20240623
202403269283790,증평공업고등학교 디자인과 미리캔버스 구독,증평공업고등학교,2024-03-26,2024-03-29 18:00,1인수의,물품,구독,20240326~20240623
202409209699364,2024학년도 도서관 정기간행물 구독,사직고등학교,2024-09-20,2024-09-25 18:00,1인수의,물품,구독,20240624~20240921
202409129686064,2024학년도 도서관 정기간행물 구독,사직고등학교,2024-09-12,2024-09-17 18:00,1인수의,물품,구독,20240624~20240921
202409129685729,2024학년도 영어도서관 독서프로그램 구독,인천장서초등학교,2024-09-19,2024-09-23 15:00,1인수의,물품,구독,20240624~20240921
202409099674316,교과교실 활용을 위한 미래캔버스 구독료 지출,경기기계공업고등학교,2024-09-09,2024-09-10 12:00,1인수의,물품,구독,20240624~20240921
202407179571424,만덕고 정기간행물 구독 견적요청,만덕고등학교,2024-07-18,2024-07-19 18:00,1인수의,물품,구독,20240624~20240921
202407119556242,2024학년도 디지털 선도학교 운영 프로그램 구독권 견적요청,월랑초등학교,2024-07-11,2024-07-16 18:00,1인수의,물품,구독,20240624~20240921
202407109554578,2024학년도 학교도서관 정기간행물 구독 변경계약,어진중학교,2024-07-10,2024-07-12 16:30,1인수의,물품,구독,20240624~20240921
202407089547686,군산대성중 AI수업 지원을 위한 생성형 AI 구독 요청,군산대성중학교,2024-07-08,2024-07-12 11:00,1인수의,물품,구독,20240624~20240921
202407049538957,미리캔버스 Pro 구독,사수중학교,2024-07-04,2024-07-04 12:00,1인수의,물품,구독,20240624~20240921
202406269520494,남춘천초 인공지능 학습플랫폼 클래스팅AI pro 구독료,남춘천초등학교,2024-06-26,2024-06-26 15:00,1인수의,물품,구독,20240624~20240921
202412189943580,마산제일여고 ZEP QUIZ 프로 구독,마산제일여자고등학교,2024-12-18,2024-12-20 18:00,1인수의,물품,구독,20240922~20241220
202412059900831,패들렛 스쿨12개월 구독 견적요청,화순제일초등학교,2024-12-05,2024-12-09 10:30,1인수의,물품,구독,20240922~20241220
202412049896643,AI 디지털교과서 준비학교 교원역량 강화연수 운영프로그램 구독료 구입,대전대성여자고등학교,2024-12-04,2024-12-05 12:00,1인수의,물품,구독,20240922~20241220
202412039891972,장승중 AI이거다 구독권 구입,장승중학교,2024-12-03,2024-12-08 10:30,1인수의,물품,구독,20240922~20241220
202411229863773,화원고등학교 체리스쿨 구독 견적요청,화원고등학교,2024-11-22,2024-11-25 11:30,1인수의,물품,구독,20240922~20241220
202411229863116,영만초 2024 문예체동아리 음우시인 운영 소프트웨어 구독,영만초등학교,2024-11-22,2024-11-22 18:00,1인수의,물품,구독,20240922~20241220
202411219861018,영만초 2024 학생 문예체동아리 음우시인 운영 소프트웨어 구독료 지급,영만초등학교,2024-11-21,2024-11-22 09:30,1인수의,물품,구독,20240922~20241220
202411129834310,2024학년도 인공지능 학습플랫폼 추가 구독,한계초등학교,2024-11-12,2024-11-14 18:00,1인수의,물품,구독,20240922~20241220
202411119831081,특성화고 미래 역량강화 사업 챗GPT 구독권 구입,대전대성여자고등학교,2024-11-11,2024-11-11 18:00,1인수의,물품,구독,20240922~20241220
202411119827786,2024학년도 2학기 도서구입과 전산작업비 및 정기간행물 구독료 지출,서울일원초등학교,2024-11-11,2024-11-16 18:00,1인수의,물품,구독,20240922~20241220
202410319803388,서라벌초등학교 미리캔버스 구독견적요청,서라벌초등학교,2024-11-01,2024-11-06 15:00,1인수의,물품,구독,20240922~20241220
202410309799021,2024 인공지능 학습 학생 교육 플랫폼 구독,강원대학교 사범대 부설고등학교,2024-10-30,2024-11-02 18:00,1인수의,물품,구독,20240922~20241220
202410219767912,대전도솔초등학교 생성형 AI프로그램 챗GPT 구독권 구입,대전도솔초등학교,2024-10-21,2024-10-23 14:10,1인수의,물품,구독,20240922~20241220
202410189766208,대전성모여고 AIDT 퀴즈앤 구독,대전성모여자고등학교,2024-10-18,2024-10-23 18:00,1인수의,물품,구독,20240922~20241220
202410089736684,금정고등학교 정기간행물 구독 견적 요청,금정고등학교,2024-10-08,2024-10-09 18:00,1인수의,물품,구독,20240922~20241220
202409239701563,망고보드 1년 정기 구독료 견적요청,도계전산정보고등학교,2024-09-23,2024-09-25 11:30,1인수의,용역,구독,20240922~20241220
202409239701485,미리캔버스 Pro 구독,사수중학교,2024-09-23,2024-09-27 11:00,1인수의,물품,구독,20240922~20241220
202503200172424,미리캔버스 Pro 구독 견적요청,부안중학교,2025-03-20,2025-03-25 18:00,1인수의,용역,구독,20241221~20250320
202503200171669,2025학년도 학교도서관 정기간행물 구독 견적안내 요청,강일여자고등학교,2025-03-20,2025-03-25 10:00,1인수의,물품,구독,20241221~20250320
202503190167549,2025 AI 맞춤형 온라인 학습 콘텐츠 구독 견적요청,간문초등학교,2025-03-20,2025-03-24 12:00,1인수의,용역,구독,20241221~20250320
202503180162299,2025 인공지능 A I학습플랫폼 구독 용역,호명초등학교,2025-03-18,2025-03-23 10:30,1인수의,용역,구독,20241221~20250320
202503130150359,2025학년도 월랑초등학교 학교자율특색과정 소프트웨어 구독 계약,월랑초등학교,2025-03-13,2025-03-14 18:00,1인수의,물품,구독,20241221~20250320
202503120144931,도포초등학교 AI맞춤형 온라인 학습콘텐츠 구독,도포초등학교,2025-03-12,2025-03-14 12:00,1인수의,용역,구독,20241221~20250320
202503070128282,2025학년도 광주동신중학교 정기간행물 구독비 견적요청,광주동신중학교,2025-03-07,2025-03-12 18:00,1인수의,물품,구독,20241221~20250320
202502240103041,2025년 도서관 잡지 정기 구독,성전초등학교,2025-02-24,2025-02-26 18:00,1인수의,물품,구독,20241221~20250320
202502240102774,2024학년도 디지털 선도 학교 활동을 위한 생성형 AI(Chat Gpt) 연간 구독료 구매,대전대성고등학교,2025-02-24,2025-02-26 18:00,1인수의,물품,구독,20241221~20250320
202502240100083,2025년 도서관 잡지 정기 구독,성전초등학교,2025-02-24,2025-02-26 18:00,1인수의,물품,구독,20241221~20250320
202502100051635,동원중학교 2025년 교육용 스마트 AI 프로그램 1년 구독료 견적요청,동원중학교,2025-02-10,2025-02-15 15:30,1인수의,용역,구독,20241221~20250320
202501310026140,2024 교과교실제 교육활동 지원을 위한 패들렛 구독권 구입,배정고등학교,2025-01-31,2025-02-03 18:00,1인수의,물품,구독,20241221~20250320
202501079991110,2024학년도 교과교실제선진형 운영 관련 SW 구독료,전주고등학교,2025-01-07,2025-01-10 10:30,1인수의,용역,구독,20241221~20250320
202412309977955,겨울방학 디지털 자기주도학습도구 구독,오천초등학교,2024-12-30,2024-12-30 17:00,1인수의,용역,구독,20241221~20250320
202412309976329,역삼초 클래스팅AI 탐구패키지 구독 계약,서울역삼초등학교,2024-12-30,2024-12-30 16:20,1인수의,물품,구독,20241221~20250320
